,OG_INTL_FREE_CALL_MOU,OG_ONN_FREE_CALL_MOU,FREE_GPRS_MB,TOTAL_REVENUE,TOTAL_REVENUE_VAS,ROAMING_REV,F_CHURN_3M,MONTH
1044655,,31.267,22087.804,102.1,51.05,0.0,0,october
493048,,,,,,,0,december
508321,,,,,,,0,november
110809,,90.73299999999999,0.0,25.18,12.71,0.0,0,october
889710,,,,,,,0,december
181479,,,,,,,0,november
1450467,36.333,148.85,16107.913,40.0,40.0,0.0,0,december
686690,,,,,,,0,december
424608,,,95084.242,36.0,18.0,0.0,0,october
823834,,,52085.947,18.0,9.0,0.0,0,october
840947,,,2245.303,10.5,10.5,0.0,0,december
429013,,,79795.477,18.0,9.0,0.0,0,october
1440178,1.9169999999999998,102.5,6564.291,21.491999999999997,21.491999999999997,0.0,0,december
665902,,,7703.590999999999,9.0,9.0,0.0,0,november
126100,,5.132999999999999,3167.14,22.79,11.395,0.0,0,october
905903,,,40845.388,36.0,18.0,0.0,0,october
644568,,,0.0,18.0,18.0,0.0,0,december
314037,,73.35,3747.913,11.035,11.035,0.0,0,november
1169799,7.8,6.167000000000001,445.30300000000005,10.0,10.0,0.0,0,november
246687,,,23746.656000000003,18.0,18.0,0.0,0,december
1080367,,,,,,,0,november
334346,,,166.90200000000002,30.0,30.0,0.0,0,november
1275878,,,29488.83,15.0,15.0,0.0,0,december
189658,20.783,3.533,2037.0870000000002,10.0,10.0,0.0,0,november
62147,,,,,,,0,october
540460,,224.45,21051.39,30.195,31.245,0.0,0,november
1207231,,1.517,6468.679,20.0,10.0,0.0,0,october
1250468,,,41358.252,9.0,9.0,0.0,0,november
963002,,10.482999999999999,6710.425,15.642999999999999,15.642999999999999,0.0,0,november
1086334,59.883,0.867,12175.943000000001,20.0,10.0,0.0,0,october
354807,,,,,,,0,december
592538,,,68790.98599999999,36.0,18.0,0.0,0,october
721888,,,,,,,0,december
1173361,14.5,332.85,37570.148,30.0,30.0,0.0,0,december
947909,,,24911.857000000004,9.0,9.0,0.0,0,december
924197,,,,,,,0,november
1184548,,9.65,2667.785,76.22,41.21,0.0,0,october
887153,,18.2,6023.944,10.0,10.0,0.0,0,november
1246709,,,,,,,0,november
1227512,1.2329999999999999,52.4,6803.759,30.01,16.921,0.0,0,october
652543,,,,,,,0,october
1329903,,,0.0,0.5,0.5,0.0,0,november
1229938,,,,,,,0,november
150974,,,13586.56,21.0,10.5,0.0,0,october
344863,,41.2,17336.926,9.713,9.713,0.0,0,november
358567,,,45925.675,18.0,18.0,0.0,0,november
555010,,407.13300000000004,53383.136,60.0,30.0,0.0,0,october
196051,,,,,,,0,november
1145386,,,2847.3379999999997,9.0,9.0,0.0,0,november
257930,,399.583,23716.807999999997,39.565,39.565,0.0,0,november
574793,,,,,,,0,december
495808,,0.267,10677.489,65.0,32.5,2.5,0,october
95496,,,,,,,0,october
957433,,,13058.991000000002,13.0,13.0,0.0,0,november
893400,,30.717,633.944,16.245,16.245,0.3,0,december
325330,,,28264.86,36.0,18.0,0.0,0,october
1110044,,,0.0,20.0,20.0,0.0,0,november
530163,2.3169999999999997,1302.9669999999999,37340.469,42.11,42.175,0.387,0,december
1386343,,,,,,,0,october
918240,,,0.0,15.0,15.0,0.0,0,november
725959,,,,,,,0,october
798251,,,,,,,0,november
1414084,,19.783,4707.424,20.0,10.0,0.0,0,october
1009449,,243.75,55183.418,83.396,48.798,4.263,0,october
665591,,,,,,,0,october
20589,,,,,,,0,november
1198575,,,,,,,0,october
1196693,,,,,,,0,november
288112,,,,,,,0,october
990272,,,,,,,0,october
99508,,,71003.553,18.0,18.0,0.0,0,december
690559,,,,,,,0,october
144115,,,2583.907,0.0,0.0,0.0,0,december
228506,,,,,,,0,october
523230,,,56858.489,9.0,9.0,0.0,0,november
951495,,15.567,735.363,13.289000000000001,15.039000000000001,0.0,0,november
818240,,,,,,,0,december
1304223,,,,,,,0,december
334193,,,238830.85600000003,24.0,12.0,0.0,0,october
572530,,,,,,,0,november
70240,,,,,,,0,december
1335750,,113.833,6288.854,13.0,13.0,0.0,0,november
350951,2.617,171.45,883.811,47.5,47.5,2.5,0,december
384750,,,45006.682,13.0,13.0,0.0,0,november
368603,,,,,,,0,december
206650,,,,,,,0,october
446974,,117.48299999999999,32099.988999999998,20.15,20.15,0.0,0,november
1195586,,,,,,,0,october
1213759,,,,,,,0,october
1150989,,,44934.742,18.0,9.0,0.0,0,october
837067,33.233000000000004,0.3,8545.815999999999,10.0,10.0,0.0,0,november
970908,6.35,26.0,637.365,20.0,10.0,0.0,0,october
843190,,,,,,,0,november
1131684,,19.9,586.289,30.0,30.0,0.0,0,november
236072,,182.167,5355.46,30.0,30.0,0.0,0,december
561628,,,33674.157999999996,36.0,18.0,0.0,0,october
1173719,,43.55,0.0,2.736,1.4,0.0,0,october
1280850,0.95,10.117,3067.915,28.666,14.333,0.0,0,october
1240153,,,109043.528,36.0,18.0,0.0,0,october
873061,,411.717,19549.235,43.08,43.08,0.0,0,december
651678,,,,,,,0,october
245500,,,37087.7,21.333000000000002,21.333000000000002,0.0,0,december
1359838,,,,,,,0,october
310979,,,,,,,0,october
1260801,,,0.0,10.0,10.0,0.0,0,november
1230955,,,,,,,0,november
538398,,,0.0,60.0,30.0,0.0,0,october
530790,,,18135.881,26.0,13.0,0.0,0,october
456700,,,,,,,0,october
1229817,,138.36700000000002,25680.775,60.0,33.1,0.0,0,october
860719,,,,,,,0,november
521265,,,,,,,0,december
1391191,,,,,,,0,october
652095,,,,,,,0,october
249998,,,,,,,0,december
44962,,,,,,,0,october
166608,,,,,,,0,october
1276001,,,12954.183,7.0,7.0,0.0,0,december
792269,,,80681.57400000001,18.0,9.0,0.0,0,october
1447324,,1.35,206.887,25.221999999999998,12.610999999999999,0.0,0,october
736960,,516.65,15804.893,80.0,40.0,0.0,0,october
69193,,,,,,,0,november
850329,,,,,,,0,december
173773,,,,,,,0,december
1348254,,19.683,0.0,20.0,10.0,0.0,0,october
1377186,,,,,,,0,november
1436563,51.133,970.1669999999999,19799.138,40.0,40.0,0.0,0,november
916667,,8.0,20252.519,80.0,40.0,0.0,0,october
739163,,1.767,3274.5679999999998,65.23,32.615,0.0,0,october
189118,,21.083000000000002,5140.420999999999,20.0,10.0,0.0,0,october
1182677,,,,,,,0,october
698214,,,21287.303,13.0,13.0,0.0,0,november
634060,,,,,,,0,december
955423,,,0.0,15.0,15.0,0.0,0,november
1047906,,,12410.295,0.0,0.0,0.0,0,december
147367,,47.3,8019.932,10.722999999999999,10.722999999999999,0.0,0,november
285822,,,8981.863000000001,19.5,19.5,0.0,0,november
621431,,,67179.458,9.0,9.0,0.0,0,november
76503,,,,,,,0,november
471965,,,,,,,0,october
339155,,,0.0,10.0,10.0,0.0,0,november
268373,,,29940.655,13.0,13.0,0.0,0,december
437840,,,0.0,0.5,0.5,0.0,0,december
1259486,,,,,,,0,december
1372083,,107.383,0.0,1.867,2.18697,0.0,0,november
1145661,,,,,,,0,december
91904,,,,,,,0,december
333486,,,86072.84300000001,14.5,14.5,0.0,0,december
800550,,,,,,,0,november
200452,17.583,7.382999999999999,15114.226,16.0,8.0,0.0,0,october
307856,,,13906.878999999999,9.0,9.0,0.0,0,december
977690,,,44370.699,26.0,13.0,0.0,0,october
8369,,119.85,10202.648000000001,30.0,30.0,0.0,0,november
1191851,,,52985.163,10.5,10.5,0.0,0,december
895393,,,97901.004,15.0,15.0,0.0,0,november
518381,,,37591.212999999996,9.0,9.0,0.0,0,december
1207246,,,11457.027,9.0,9.0,0.0,0,december
792321,,,37213.795,11.0,11.0,0.0,0,december
412915,,,0.0,15.0,15.0,0.0,0,december
1123187,,,,,,,0,december
669388,,,0.0,18.0,18.0,0.0,0,november
1159064,,,,,,,0,december
200281,,,,,,,0,november
822991,,,0.0,25.0,25.0,0.0,0,december
551751,,,147418.256,18.0,18.0,0.0,0,december
153361,,85.48299999999999,2447.928,70.46600000000001,35.233000000000004,0.0,0,october
1149304,,,59481.88,11.0,11.0,0.0,0,december
418442,,,,,,,0,november
565296,,,,,,,0,october
180292,,,,,,,0,december
1218438,,225.217,30638.045,31.103,31.103,0.37799999999999995,0,december
685245,,15.633,17672.084,15.195,15.195,0.0,0,december
1117997,,,,,,,0,october
868725,,,,,,,0,november
844,,202.61700000000002,75840.334,30.232,30.232,0.0,0,november
1286877,,,113785.685,13.0,13.0,0.0,0,november
212196,,84.9,42485.047999999995,60.0,30.0,0.0,0,october
474593,,,3465.7009999999996,13.69,13.69,0.0,0,november
229448,,,,,,,0,november
1264701,16.267,30.033,3547.755,10.0,10.0,0.0,0,november
267413,,,,,,,0,october
454667,,,0.0,18.0,9.0,0.0,0,october
1454700,,6.7829999999999995,3683.178,10.0,10.0,0.0,0,november
151040,,,71894.216,22.0,11.0,0.0,0,october
1258408,,137.517,23856.822999999997,30.2,30.25,0.0,0,november
670010,,,11176.341,13.0,13.0,0.0,0,november
181824,,,0.0,10.0,10.0,0.0,0,november
86777,,,0.0,1.0,1.0,0.0,0,december
1218692,0.017,30.217,7048.19,10.764000000000001,10.764000000000001,0.0,0,december
299698,,,,,,,0,december
1373493,,237.13299999999998,22417.54,15.0,15.0,0.0,0,december
44971,6.183,196.75,75518.451,30.0,30.0,0.0,0,december
396966,,,,,,,0,october
268715,,0.483,2399.396,40.0,20.0,0.0,0,october
151204,,,48506.895,36.0,18.0,0.0,0,october
397873,,,17032.23,9.0,9.0,0.0,0,december
93188,,21.483,30390.107999999997,31.365,38.015,0.0,0,november
1115239,,0.033,0.0,6.912000000000001,6.912000000000001,0.0,0,december
318861,,,,,,,0,october
211233,,,,,,,0,december
759304,,,25077.588,18.0,9.0,0.0,0,october
143062,,,,,,,0,october
1334849,,121.633,16733.357,30.0,30.0,0.0,0,november
1243916,,,4945.435,14.0,7.0,0.0,0,october
731254,,,24878.961,9.0,9.0,0.0,0,november
199722,,,,,,,0,december
602775,,,37995.195,18.0,9.0,0.0,0,october
1401424,,,,,,,0,october
867133,,,,,,,0,november
361590,,,22275.589,9.0,9.0,0.0,0,november
412948,,45.617,150.113,41.4,20.7,0.0,0,october
159753,,,,,,,0,december
1447253,,117.167,15139.811000000002,51.681999999999995,25.840999999999998,0.0,0,october
1317608,,,0.0,0.524,0.524,0.0,0,november
849509,,,68427.47,18.0,18.0,0.0,0,november
960277,,,,,,,0,october
1213502,,66.683,5830.420999999999,23.811999999999998,11.905999999999999,0.0,0,october
1253620,,97.65,10044.746,40.99,20.99,0.0,0,october
775683,,,,,,,0,october
398840,,,25729.981,18.0,18.0,0.0,0,december
722440,,,,,,,0,october
417286,,48.967,6.428999999999999,10.0,10.0,0.0,0,november
524010,,,,,,,0,october
384475,,,7502.1230000000005,9.0,9.0,0.0,0,november
1086510,65.267,45.5,9698.403,45.51,45.51,0.0,0,november
1052197,,443.517,24774.37,30.05,30.05,0.0,0,november
37007,2.75,6.632999999999999,6848.995,10.0,10.0,0.0,0,november
903839,,22.233,11593.198999999999,15.3,15.3,0.0,0,december
599169,,,64587.745,36.0,18.0,0.0,0,october
73900,,,51486.627,11.0,11.0,0.0,0,november
789042,,4.933,757.681,10.323,10.323,0.0,0,november
1438956,11.717,14.967,1145.481,48.442,24.299,0.0,0,october
1252316,,20.4,7721.424,15.0,15.0,0.0,0,december
1356834,,,61299.08,40.7,40.7,0.0,0,november
744873,,,,,,,0,november
976021,,,0.0,199.167,199.167,0.0,0,november
1278708,,36.883,1427.181,30.886,31.086,0.0,0,november
705176,17.4,11.5,7740.885,8.05,8.1,0.0,0,december
1016541,,,926.329,30.0,30.0,0.0,0,december
44875,,,65853.744,9.0,9.0,0.0,0,december
797493,,17.45,11121.008999999998,10.0,10.0,0.0,0,december
575452,,,,,,,0,october
1131128,,,,,,,0,november
1137352,15.333,5.2,3552.657,20.0,10.0,0.0,0,october
534876,,,,,,,0,november
106465,,,17869.026,18.0,18.0,0.0,0,december
1288703,,78.383,19822.783,0.0,0.0,0.0,0,november
915584,,,,0.0,0.0,,0,december
1353510,,53.9,33148.039,20.0,20.0,0.0,0,december
141969,,,0.0,30.0,16.05,0.0,0,october
66921,,,,,,,0,october
445521,,18.117,5837.353,14.35,20.85,0.0,0,november
574364,,,,,,,0,october
415655,,,,,,,0,october
851602,,0.033,2910.275,40.0,40.0,0.0,0,november
1419005,,22.1,24666.256,66.14,35.59,0.0,0,october
1191011,,,11700.9,13.0,13.0,0.0,0,november
338739,,,,,,,0,october
338427,,,46773.584,18.0,18.0,0.0,0,november
1433606,,101.367,36496.736000000004,48.0,24.0,0.0,0,october
628421,,,,,,,0,december
408563,,2.133,7558.154,10.0,10.0,0.0,0,november
782269,,,,,,,0,october
309282,12.967,1.133,4080.256,10.0,10.0,0.0,0,november
1122037,,,,,,,0,december
202944,,,30625.797000000002,18.0,9.0,0.0,0,october
302889,,,,,,,0,november
1306215,,,,,,,0,october
654890,,,22996.778,26.0,13.0,0.0,0,october
292451,,,,,,,0,december
842499,,,,,,,0,november
449186,,,,,,,0,december
584763,,,121564.65199999999,26.4,13.2,0.0,0,october
1161177,,,19123.041,13.0,13.0,0.0,0,november
31201,0.033,3.6830000000000003,2489.238,20.0,10.0,0.0,0,october
332749,,,94710.161,36.0,18.0,0.0,0,october
1389518,9.317,709.967,4327.9890000000005,30.515,30.515,0.0,0,december
62225,,80.55,5816.63,110.0,58.0,0.0,0,october
882374,,,,,,,0,december
38145,,,,,,,0,november
837807,,,0.0,15.0,15.0,0.0,0,november
808447,16.65,18.9,0.0,10.0,10.0,0.0,0,december
444328,,,0.0,18.0,9.0,0.0,0,october
1352621,,25.5,7464.443,37.04,37.144,0.0,0,november
142525,,,36815.157,18.0,9.0,0.0,0,october
745482,,,,,,,0,october
473390,,,,,,,0,december
728268,,,0.0,9.0,9.0,0.0,0,december
1277603,,,5691.491999999999,10.5,10.5,0.0,0,november
740016,,,,,,,0,november
480871,,,,,,,0,october
506609,,288.733,5027.853,42.0,42.0,0.0,0,november
873414,,2.3169999999999997,18778.147,44.68,22.34,0.0,0,october
134234,,,40657.219,18.0,18.0,0.0,0,december
1446757,,29.616999999999997,5881.805,22.84,11.42,0.3,0,october
1070110,,,4250.428,9.16,9.16,0.0,0,december
248554,,,31649.211,18.2,9.1,0.0,0,october
968798,,687.683,37942.656,41.982,20.991,0.0,0,october
1060727,,,0.0,0.0,0.0,0.0,0,november
730534,,75.083,987.2919999999999,19.142,9.571,0.0,0,october
1378823,,19.9,43948.96599999999,24.555,24.555,0.0,0,november
1063213,24.6,20.383,1554.7420000000002,10.0,10.0,0.0,0,december
283395,,,27321.638,18.0,9.0,0.0,0,october
1300435,39.083,1.1,8771.201,12.192,12.192,0.0,0,december
739889,,,,,,,0,december
368249,,,8.887,18.0,18.0,0.0,0,november
1342304,,53.05,12471.801000000001,5.0,5.0,0.0,0,november
700835,,,,,,,0,november
1109109,25.683000000000003,0.2,9815.649,10.0,10.0,0.0,0,december
1343520,,125.5,16072.593,44.06,22.03,0.0,0,october
275068,,,43774.242999999995,9.0,9.0,0.0,0,december
1264185,2.583,72.733,4467.385,20.0,10.0,0.0,0,october
163396,,,,,,,0,october
1167510,,,0.0,1.5,1.5,0.0,0,december
177719,,,0.0,0.0,0.0,0.0,0,november
834084,,,0.0,300.0,300.0,0.0,0,november
1394205,,,0.0,10.0,10.0,0.0,0,december
1388627,,,,,,,0,october
537543,7.85,424.55,20500.101000000002,60.0,30.0,0.0,0,october
1042583,,0.633,58568.107,57.76,29.179000000000002,0.0,0,october
1135350,,13.567,3419.14,10.0,10.0,0.0,0,november
482147,,,,,,,0,november
1082902,,,0.0,60.0,30.0,0.0,0,october
283478,,,,,,,0,october
1332388,,19.567,1362.0870000000002,9.116,4.558,0.0,0,october
959976,,,18320.712,18.0,9.0,0.0,0,october
167428,,125.23299999999999,6823.313,26.984,13.492,0.0,0,october
966637,,,126287.987,9.0,9.0,0.0,0,december
31508,,,2315.4339999999997,8.0,8.0,0.0,0,december
1222877,,,36578.016,18.0,18.0,0.0,0,december
360305,144.683,60.467,2786.554,200.0,200.0,0.0,0,november
874633,,54.317,6505.951,17.646,17.646,0.0,0,december
1185207,,,,,,,0,october
1218292,,75.733,133408.685,20.0,20.0,0.0,0,december
1331678,,92.65,189.937,5.0,5.0,0.0,0,november
434673,,,22655.946,9.0,9.0,0.0,0,december
1001234,,,0.0,30.0,15.0,0.0,0,october
398751,,,69390.072,18.0,9.0,0.0,0,october
812904,,,,,,,0,december
1067287,,,44799.833,9.0,9.0,0.0,0,november
1165573,,,40172.312999999995,9.1,9.1,0.0,0,december
1320191,2.75,2.05,66.123,13.663,14.263,3.6630000000000003,0,december
1112820,,,0.0,2.0,2.0,0.0,0,november
456444,,37.033,6164.045999999999,19.748,12.474,0.0,0,october
78022,,,,,,,0,november
860661,,,,,,,0,november
177160,,,,,,,0,november
1022691,,,17948.289,9.0,9.0,0.0,0,december
559512,0.017,34.817,1958.382,14.415,14.415,0.0,0,december
1250098,,,11653.508,9.0,9.0,0.0,0,november
1072523,9.867,300.9,23057.671000000002,30.0,30.0,0.0,0,november
655848,,,,,,,0,november
910656,,,,,,,0,december
59753,,,,0.0,3.25,,0,november
53387,,,0.0,15.0,15.0,0.0,0,november
1277397,,54.4,52613.3,25.05,25.05,0.0,0,november
1007462,,,,,,,0,october
499292,,,,,,,0,december
340556,,,,,,,0,october
249945,,,,,,,0,november
639395,,,20265.837,18.0,18.0,0.0,0,december
1230928,,,17378.822,18.0,18.0,0.0,0,november
491442,,,79191.36,18.0,9.0,0.0,0,october
825435,,,0.0,60.0,30.0,0.0,0,october
1258960,,,1572.234,40.0,20.0,0.0,0,october
410104,,,,,,,0,november
80228,21.233,253.233,18139.002,68.984,38.192,1.12,0,october
1411420,,,,,,,0,december
1368005,,,,,,,0,october
712293,,,56086.502,14.0,7.0,0.0,0,october
91589,,,42335.99,36.0,18.0,0.0,0,october
1217184,1.517,9.567,11769.51,13.651,14.950999999999999,0.0,0,november
1238371,,,,,,,0,december
1393924,,62.417,0.0,6.45,6.45,0.0,0,november
1235508,,,,,,,0,december
731016,,,24775.842,18.0,18.0,0.0,0,november
273241,,,,,,,0,november
129022,4.283,23.916999999999998,59858.975999999995,30.0,30.0,0.0,0,november
1023239,,30.017,9290.008,19.948,19.948,0.0,0,november
41400,,,49604.654,18.0,18.0,0.0,0,november
1399868,,15.417,27214.972999999998,60.0,30.0,0.0,0,october
6520,17.317,135.3,16308.256000000001,35.1,35.1,0.15,0,december
83880,,,89532.68199999999,18.0,18.0,0.0,0,november
786015,,37.5,3836.203,23.201,23.801,0.0,0,november
926598,,23.717,10870.052,30.0,30.25,0.0,0,november
916477,,30.933000000000003,6662.905,25.186,13.493,0.0,0,october
173628,,,,,,,0,december
520050,,208.85,104176.131,60.0,30.0,0.0,0,october
72479,,,15108.883999999998,13.0,13.0,0.0,0,november
761203,,,,,,,0,december
1385353,,,,0.0,0.0,,0,november
1407111,11.117,32.233000000000004,7277.455,10.0,10.0,0.0,0,december
763144,,,0.0,1.0,0.5,0.0,0,october
1137352,20.317,12.883,6671.089,10.0,10.0,0.0,0,december
648819,,,3494.0009999999997,26.0,13.0,0.0,0,october
549058,,8.982999999999999,168.59,8.258,8.258,0.0,0,november
984630,,,,,,,0,november
848344,,,12483.538999999999,11.0,11.0,0.0,0,december
460878,,,0.0,1.8159999999999998,0.9079999999999999,0.0,0,october
7957,,148.167,15937.524,16.77,20.06,0.0,0,december
737617,,127.81700000000001,209.329,11.568,11.568,0.0,0,december
1247995,,592.467,6514.005999999999,32.336999999999996,32.336999999999996,0.0,0,december
1101453,,,0.0,48.0,24.0,0.0,0,october
1423221,,84.48299999999999,2384.786,10.0,10.0,0.0,0,november
1226523,,,0.0,1.25,1.25,0.0,0,december
1399421,6.1,15.15,8039.399,11.832,11.832,0.0,0,november
498786,,,70422.696,26.0,13.0,0.0,0,october
1273768,,,16847.061999999998,18.0,9.0,0.0,0,october
135900,,,,,,,0,november
277876,,118.8,744.9910000000001,38.891999999999996,19.445999999999998,0.0,0,october
894044,,0.917,9558.296,30.3,15.15,0.0,0,october
1430473,32.383,335.483,27128.447,59.64,59.64,0.0,0,december
516969,,,,,,,0,november
454095,,,36838.114,26.0,13.0,0.0,0,october
441315,,,16501.8,7.0,7.0,0.0,0,december
525484,,,,,,,0,november
461146,,,74541.543,36.0,18.0,0.0,0,october
302011,,,,,,,0,december
891066,,,,,,,0,november
1379807,,90.617,23051.507999999998,40.7,40.7,0.0,0,december
1337048,,,,,,,0,december
517189,,,33640.84,26.0,13.0,0.0,0,october
483801,,,,,,,0,october
209908,,,15465.138,18.0,9.0,0.0,0,october
1001942,2.883,2.667,0.0,27.834,13.917,0.0,0,october
632855,,,69329.285,9.0,9.0,0.0,0,november
1224447,,37.883,723.8580000000001,10.0,10.0,0.0,0,december
1305359,,,49091.486,26.0,13.0,0.0,0,october
801154,,,82681.842,9.0,9.0,0.0,0,november
420381,,120.917,22428.593999999997,15.0,15.0,0.0,0,november
470266,,,,,,,0,october
1392569,,104.03299999999999,54314.956,32.925,32.925,0.0,0,december
21369,,,,,,,0,november
1441,,,,,,,0,december
559833,,,,,,,0,december
94587,,,173815.702,19.5,19.5,0.0,0,december
1140595,,354.217,13020.782,39.1,19.55,0.0,0,october
265662,,222.85,27703.562,30.0,30.0,0.0,0,november
611535,,,32304.042,36.0,18.0,0.0,0,october
6559,,436.25,40358.387,40.0,50.2,0.0,0,november
66661,,,,,,,0,december
1142324,3.75,,1992.142,30.608,15.837,0.0,0,october
1249810,,,65619.62400000001,17.71,17.71,0.0,0,november
1081891,,,,,,,0,december
1275828,,,32773.382000000005,18.0,18.0,0.0,0,november
1380221,,274.117,35420.781,30.0,30.0,0.0,0,november
1356162,,,,,,,0,november
137522,,,,,,,0,november
571844,,116.56700000000001,36843.652,30.0,30.0,0.0,0,december
479143,,,74749.614,9.0,9.0,0.0,0,november
504457,4.783,1275.517,14666.131000000001,30.75,31.15,0.0,0,november
168952,,,,,,,0,december
369039,,15.767000000000001,301.775,32.73,16.365,0.0,0,october
1365219,,144.11700000000002,4743.931,40.0,20.0,0.0,0,october
1442341,,254.38299999999998,1087.683,82.0,41.0,0.3,0,october
1110450,,18.367,10325.383,10.0,10.0,0.0,0,november
1128237,,,,,,,0,november
973517,,,,,,,0,december
228881,,,100075.391,18.0,18.0,0.0,0,november
1160201,,,,,,,0,november
224270,,,11678.089,22.64,11.32,0.0,0,october
145261,,,,,,,0,october
1377497,,643.8,36540.876000000004,30.145,30.145,0.0,0,november
802703,,,0.0,1.0,1.0,0.0,0,november
761380,,,,,,,0,december
624575,,,0.0,18.0,18.0,0.0,0,november
1417137,9.833,133.433,23768.347,41.0,43.05,0.0,0,november
246473,,,0.0,18.0,9.0,0.0,0,october
556505,36.5,627.867,24861.886000000002,55.0,58.0,0.0,0,november
302889,,,51212.675,22.8,22.8,0.0,0,december
367565,,,6170.109,30.0,15.0,0.0,0,october
69992,,0.267,24858.305,69.05,69.05,0.0,0,december
595004,,,,,,,0,december
301481,,,14033.077,36.0,18.0,0.0,0,october
1014751,,,12895.95,20.0,20.0,0.0,0,december
497647,,,,,,,0,december
1229970,0.35,,3782.913,10.0,10.0,0.0,0,december
21466,7.95,36.333,9654.771999999999,10.0,10.685,0.0,0,december
645615,,9.667,8637.188,87.684,47.342,0.0,0,october
1089986,,,,,,,0,october
354937,,43.867,5241.494000000001,17.198,18.698,0.0,0,november
1263253,,12.8,92323.881,24.05,24.05,0.0,0,november
1129222,,49.783,69991.773,20.0,20.0,0.0,0,december
1381775,,,0.0,10.0,10.0,0.0,0,november
505277,,162.333,26231.952999999998,35.04,35.04,2.185,0,november
1418069,6.8,333.68300000000005,8374.341,30.29,32.73,0.0,0,december
347473,,,45532.09099999999,9.0,9.0,0.0,0,december
1015156,,,48913.030999999995,9.0,9.0,0.0,0,november
1153072,,,35993.871,18.0,18.0,0.0,0,november
324791,,,86985.955,9.0,9.0,0.0,0,december
1301229,,,18931.003,13.0,13.0,0.0,0,november
107483,,,,,,,0,october
435342,,17.1,3184.8790000000004,10.0,10.0,0.0,0,december
585809,,,,,,,0,november
166579,,,0.0,126.0,63.0,0.0,0,october
1398428,42.033,108.883,22139.581000000002,43.909,43.909,1.734,0,december
1014582,,,47880.649000000005,9.0,9.0,0.0,0,november
1329459,5.9,179.333,36099.367,30.435,30.435,0.0,0,november
1074290,,,,,,,0,october
1375130,,66.4,0.0,2.494,1.247,0.0,0,october
1112144,,8.267000000000001,1278.703,10.0,10.0,0.0,0,november
1302194,,,,,,,0,december
576611,,,,,,,0,october
637452,,,,,,,0,november
664919,5.433,33.483000000000004,5253.882,27.796,14.698,0.0,0,october
109486,,,57001.902,13.0,13.0,0.0,0,december
128785,11.917,20.267,5316.056,10.0,10.0,0.0,0,november
17691,,,,,,,0,october
277676,,,20494.529,36.0,18.0,0.0,0,october
602915,1.0,0.35,1797.763,10.0,10.0,0.0,0,november
241749,,,,,,,0,october
328688,,0.36700000000000005,560.594,0.0,0.0,0.0,0,october
508582,,,0.0,110.0,55.0,0.0,0,october
926768,,230.017,672.118,20.0,10.0,0.0,0,october
1236326,,,26974.682999999997,13.0,13.0,0.0,0,december
1445471,,376.43300000000005,24751.732999999997,36.326,42.426,0.18899999999999997,0,november
1403171,,134.433,485.37800000000004,18.155,18.155,1.5,0,december
514825,,,0.0,4.0,2.0,0.0,0,october
912663,,,,,,,0,december
1373606,,,,,,,0,december
1285783,,,,,,,0,october
1027631,,,8.296,26.0,13.0,0.0,0,october
948502,,,,,,,0,november
584763,,,92835.48199999999,15.0,15.0,0.0,0,november
89330,,,,,,,0,october
891415,,,,,,,0,october
122599,,2.833,9639.12,14.5,14.55,0.0,0,december
124893,,,,,,,0,october
1005577,,8.167,3134.967,22.874000000000002,11.437000000000001,0.0,0,october
1442726,,,,,,,0,october
1233695,,,,,,,0,december
450931,,,0.0,30.0,30.0,0.0,0,november
876642,,,56153.49,13.07,13.07,0.0,0,december
1306229,,,20766.634,26.0,13.0,0.0,0,october
543405,,,,,,,0,november
1120044,,,0.0,15.0,15.0,0.0,0,december
1331458,,12.2,68249.241,60.0,30.0,0.0,0,october
407775,,52.4,3757.447,73.278,36.639,0.9059999999999999,0,october
818240,,,,,,,0,november
445586,,,4558.126,9.0,9.0,0.0,0,december
894518,,,33121.96,26.0,13.0,0.0,0,october
1151672,,,,,,,0,december
813689,1.45,29.267,10047.92,28.206,14.103,1.103,0,october
1125577,,,,,,,0,december
323817,,,,,,,0,december
379840,,,10248.188,9.0,9.0,0.0,0,november
904301,,,29073.548,18.0,9.0,0.0,0,october
962984,2.2,119.21700000000001,33302.827000000005,68.29,68.29,0.0,0,december
670850,,13.617,997.67,10.697000000000001,10.697000000000001,0.0,0,december
272932,,38.183,1592.683,13.648,13.648,0.0,0,november
1198226,,,43627.96,7.0,7.0,0.0,0,november
1144800,,,23335.902000000002,26.0,13.0,0.0,0,october
884524,,,46834.644,18.0,9.0,0.0,0,october
763665,,,8755.528,18.0,9.0,0.0,0,october
597461,,,,,,,0,december
423269,,,98952.769,9.0,9.0,0.0,0,december
745526,,,57868.652,36.0,18.0,0.0,0,october
148431,,,29944.853,9.0,9.0,0.0,0,november
1031848,,,,,,,0,october
290148,,48.833,5187.279,28.625999999999998,14.312999999999999,0.0,0,october
439524,,,,,,,0,december
244873,0.0,49.383,8045.9619999999995,10.944,10.944,0.0,0,december
1074265,,,0.0,3.2,1.6,0.0,0,october
751186,,,51979.718,9.0,9.0,0.0,0,november
123779,,,0.0,1.0,1.0,0.0,0,november
1252200,,,,,,,0,december
1190713,,127.05,14537.82,42.233000000000004,42.233000000000004,0.0,0,december
769503,,,,,,,0,october
908181,,111.25,0.0,12.228,12.54,0.0,0,november
